"","ensembl_gene_id","hgnc_symbol"
"25798","ENSG00000225122",""
"25799","ENSG00000225123",""
"25800","ENSG00000225124","RPL23AP36"
"25801","ENSG00000225125","RANP4"
"25802","ENSG00000225126","CAMTA1-AS1"
"25803","ENSG00000225127","LINC00237"
"25804","ENSG00000225128","LINC00972"
"25805","ENSG00000225129",""
"25806","ENSG00000225131","PSME2P2"
"25807","ENSG00000225133","MORF4L1P4"
"25808","ENSG00000225136","PGBD4P5"
"25809","ENSG00000225137","DYNC1I2P1"
"25810","ENSG00000225138","SLC9A3-AS1"
"25811","ENSG00000225140",""
"25812","ENSG00000225142",""
"25813","ENSG00000225144",""
"25814","ENSG00000225146",""
"25815","ENSG00000225147","RPS12P10"
"25816","ENSG00000225148",""
"25817","ENSG00000225151","GOLGA2P7"
"25818","ENSG00000225152",""
"25819","ENSG00000225154","TUBAP9"
"25820","ENSG00000225155","TOMM22P5"
"25821","ENSG00000225156",""
"25822","ENSG00000225158","HSPE1P24"
"25823","ENSG00000225159","NPM1P39"
"25824","ENSG00000225165","RTRAFP2"
"25825","ENSG00000225166",""
"25826","ENSG00000225167","TXNP2"
"25827","ENSG00000225169","BRI3P1"
"25828","ENSG00000225170",""
"25829","ENSG00000225171","DUTP6"
"25830","ENSG00000225172",""
"25831","ENSG00000225173",""
"25832","ENSG00000225174","OSTM1-AS1"
"25833","ENSG00000225175",""
"25834","ENSG00000225176","ATP5MGP4"
"25835","ENSG00000225177",""
"25836","ENSG00000225178","RPSAP58"
"25837","ENSG00000225179","LINC00457"
"25838","ENSG00000225180","PVALEF"
"25839","ENSG00000225181",""
"25840","ENSG00000225182",""
"25841","ENSG00000225183",""
"25842","ENSG00000225185","PPIAP8"
"25843","ENSG00000225187",""
"25844","ENSG00000225189","REREP1Y"
"25845","ENSG00000225190","PLEKHM1"
"25846","ENSG00000225191",""
"25847","ENSG00000225192","ZNF33BP1"
"25848","ENSG00000225193","RPS12P26"
"25849","ENSG00000225194","LINC00092"
"25850","ENSG00000225195",""
"25851","ENSG00000225196","RPL10P17"
"25852","ENSG00000225198","SSXP3"
"25853","ENSG00000225200",""
"25854","ENSG00000225203",""
"25855","ENSG00000225205",""
"25856","ENSG00000225206","MIR137HG"
"25857","ENSG00000225208",""
"25858","ENSG00000225209",""
"25859","ENSG00000225210","DUXAP9"
"25860","ENSG00000225212","AKR1B1P6"
"25861","ENSG00000225213",""
"25862","ENSG00000225214",""
"25863","ENSG00000225215","SMARCE1P1"
"25864","ENSG00000225216",""
"25865","ENSG00000225217","HSPA7"
"25866","ENSG00000225218",""
"25867","ENSG00000225221","PLA2G12AP2"
"25868","ENSG00000225222","CHCHD4P5"
"25869","ENSG00000225224","RPS27AP12"
"25870","ENSG00000225225","ARL2BPP10"
"25871","ENSG00000225226","LINC01795"
"25872","ENSG00000225230",""
"25873","ENSG00000225231","LINC02470"
"25874","ENSG00000225233",""
"25875","ENSG00000225234","TRAPPC12-AS1"
"25876","ENSG00000225235","INTS6L-AS1"
"25877","ENSG00000225236",""
"25878","ENSG00000225238","GEMIN7P1"
"25879","ENSG00000225239","RPL21P107"
"25880","ENSG00000225240",""
"25881","ENSG00000225242","COX6B1P7"
"25882","ENSG00000225243",""
"25883","ENSG00000225244",""
"25884","ENSG00000225246","RPS2P1"
"25885","ENSG00000225249","LINC00378"
"25886","ENSG00000225251","RPL5P25"
"25887","ENSG00000225253",""
"25888","ENSG00000225254","ARMC8P1"
"25889","ENSG00000225255","PSLNR"
"25890","ENSG00000225256","TRAPPC2P5"
"25891","ENSG00000225258",""
"25892","ENSG00000225259","ST13P6"
"25893","ENSG00000225263","PCDH9-AS3"
"25894","ENSG00000225264","ZNRF2P2"
"25895","ENSG00000225265","TAF1A-AS1"
"25896","ENSG00000225267","RPL8P2"
"25897","ENSG00000225269","LINC00705"
"25898","ENSG00000225270","CICP12"
"25899","ENSG00000225271","NOLC1P1"
"25900","ENSG00000225272",""
"25901","ENSG00000225275","NUP210P2"
"25902","ENSG00000225276","MTND1P18"
"25903","ENSG00000225279",""
"25904","ENSG00000225280",""
"25905","ENSG00000225282",""
"25906","ENSG00000225284",""
"25907","ENSG00000225285","LINC01770"
"25908","ENSG00000225286",""
"25909","ENSG00000225287","OFD1P13Y"
"25910","ENSG00000225289","RPL29P29"
"25911","ENSG00000225292",""
"25912","ENSG00000225293","ABCD1P4"
"25913","ENSG00000225294","OSTCP2"
"25914","ENSG00000225295","MTND4P4"
"25915","ENSG00000225297",""
"25916","ENSG00000225298","LINC00113"
"25917","ENSG00000225299",""
"25918","ENSG00000225300",""
"25919","ENSG00000225303",""
"25920","ENSG00000225304",""
"25921","ENSG00000225308","ASS1P11"
"25922","ENSG00000225310","DNAJC19P4"
"25923","ENSG00000225311",""
"25924","ENSG00000225313",""
"25925","ENSG00000225314",""
"25926","ENSG00000225315",""
"25927","ENSG00000225316","LINC00350"
"25928","ENSG00000225321","LINC01427"
"25929","ENSG00000225323","HBAP1"
"25930","ENSG00000225325",""
"25931","ENSG00000225326","USP9YP19"
"25932","ENSG00000225327","USP17L3"
"25933","ENSG00000225328","LINC01594"
"25934","ENSG00000225329","LHFPL3-AS2"
"25935","ENSG00000225330",""
"25936","ENSG00000225331","LINC01678"
"25937","ENSG00000225333",""
"25938","ENSG00000225334","LINC02813"
"25939","ENSG00000225335",""
"25940","ENSG00000225336","HMGB3P1"
"25941","ENSG00000225337",""
"25942","ENSG00000225338","RPL23AP18"
"25943","ENSG00000225339",""
"25944","ENSG00000225341",""
"25945","ENSG00000225342","LRRK2-DT"
"25946","ENSG00000225343","RPL21P66"
"25947","ENSG00000225344",""
"25948","ENSG00000225345","SNX18P3"
"25949","ENSG00000225347","SLC25A5P8"
"25950","ENSG00000225349","ANKRD49P2"
"25951","ENSG00000225350","FREM2-AS1"
"25952","ENSG00000225352","RPL31P53"
"25953","ENSG00000225354","RPL7AP52"
"25954","ENSG00000225355","ARL6IP1P2"
"25955","ENSG00000225356",""
"25956","ENSG00000225357","RPF2P1"
"25957","ENSG00000225358","MIPEPP1"
"25958","ENSG00000225359",""
"25959","ENSG00000225360",""
"25960","ENSG00000225361","PPP1R26-AS1"
"25961","ENSG00000225362","CT62"
"25962","ENSG00000225364","ATP6V0E1P1"
"25963","ENSG00000225365",""
"25964","ENSG00000225366","TDGF1P3"
"25965","ENSG00000225369","CAPZA1P2"
"25966","ENSG00000225370",""
"25967","ENSG00000225371","CICP8"
"25968","ENSG00000225376","TMEM246-AS1"
"25969","ENSG00000225377","NRSN2-AS1"
"25970","ENSG00000225378",""
"25971","ENSG00000225380","IGKV1OR9-2"
"25972","ENSG00000225381","RPS5P7"
"25973","ENSG00000225383","SFTA1P"
"25974","ENSG00000225384",""
"25975","ENSG00000225385",""
"25976","ENSG00000225386",""
"25977","ENSG00000225387",""
"25978","ENSG00000225391",""
"25979","ENSG00000225392","MRPL36P1"
"25980","ENSG00000225393",""
"25981","ENSG00000225394",""
"25982","ENSG00000225396","FAM236D"
"25983","ENSG00000225397",""
"25984","ENSG00000225398","PGM5P4"
"25985","ENSG00000225399",""
"25986","ENSG00000225400","RAB28P5"
"25987","ENSG00000225401","TGIF2P1"
"25988","ENSG00000225402",""
"25989","ENSG00000225404","RPL26P34"
"25990","ENSG00000225405","RPS15AP17"
"25991","ENSG00000225406","ELF2P4"
"25992","ENSG00000225407",""
"25993","ENSG00000225408",""
"25994","ENSG00000225411",""
"25995","ENSG00000225413","LINC02557"
"25996","ENSG00000225415","ACKR4P1"
"25997","ENSG00000225416",""
"25998","ENSG00000225417",""
"25999","ENSG00000225418","AKR1C5P"
"26000","ENSG00000225419","RPL21P3"
"26001","ENSG00000225420",""
"26002","ENSG00000225421",""
"26003","ENSG00000225422","RBMS1P1"
"26004","ENSG00000225423","TNPO1P1"
"26005","ENSG00000225424",""
"26006","ENSG00000225427","LINC00331"
"26007","ENSG00000225428","NDUFB4P7"
"26008","ENSG00000225431","LINC01671"
"26009","ENSG00000225433","MTND1P12"
"26010","ENSG00000225434","LINC01504"
"26011","ENSG00000225437","PACRG-AS2"
"26012","ENSG00000225438","KRT41P"
"26013","ENSG00000225439","BOLA3-AS1"
"26014","ENSG00000225442","MPRIP-AS1"
"26015","ENSG00000225443",""
"26016","ENSG00000225444","LINC01867"
"26017","ENSG00000225446","LINC01763"
"26018","ENSG00000225447","RPS15AP10"
"26019","ENSG00000225448",""
"26020","ENSG00000225449","RAB6C-AS1"
"26021","ENSG00000225450",""
"26022","ENSG00000225451",""
"26023","ENSG00000225455","TPI1P4"
"26024","ENSG00000225457",""
"26025","ENSG00000225458",""
"26026","ENSG00000225460",""
"26027","ENSG00000225462","FDPSP1"
"26028","ENSG00000225463","ZNF70P1"
"26029","ENSG00000225465","RFPL1S"
"26030","ENSG00000225466","OFD1P10Y"
"26031","ENSG00000225469",""
"26032","ENSG00000225470","JPX"
"26033","ENSG00000225471",""
"26034","ENSG00000225472",""
"26035","ENSG00000225473","ATP13A4-AS1"
"26036","ENSG00000225475",""
"26037","ENSG00000225476","MTCO3P5"
"26038","ENSG00000225477",""
"26039","ENSG00000225478",""
"26040","ENSG00000225479","PLCB1-IT1"
"26041","ENSG00000225480",""
"26042","ENSG00000225482","RPS6P14"
"26043","ENSG00000225483","RPL22P4"
"26044","ENSG00000225484","NUTM2B-AS1"
"26045","ENSG00000225486",""
"26046","ENSG00000225487","RPL35AP7"
"26047","ENSG00000225488",""
"26048","ENSG00000225489",""
"26049","ENSG00000225491","UBE2Q2P4Y"
"26050","ENSG00000225492","GBP1P1"
"26051","ENSG00000225493","LINC01107"
"26052","ENSG00000225496","RTRAFP1"
"26053","ENSG00000225497","KCNMA1-AS2"
"26054","ENSG00000225498",""
"26055","ENSG00000225499","RPL15P4"
"26056","ENSG00000225501","SNRPFP3"
"26057","ENSG00000225502","GAPDHP16"
"26058","ENSG00000225505",""
"26059","ENSG00000225506","CYP4A22-AS1"
"26060","ENSG00000225507",""
"26061","ENSG00000225508","SSXP5"
"26062","ENSG00000225509","AIFM1P1"
"26063","ENSG00000225510","PCDH8P1"
"26064","ENSG00000225511","LINC00475"
"26065","ENSG00000225513",""
"26066","ENSG00000225514","MTND1P34"
"26067","ENSG00000225516","FAM197Y5"
"26068","ENSG00000225518","LINC01703"
"26069","ENSG00000225519",""
"26070","ENSG00000225521","SNED1-AS1"
"26071","ENSG00000225522",""
"26072","ENSG00000225523","IGKV6D-21"
"26073","ENSG00000225526","MKRN2OS"
"26074","ENSG00000225527",""
"26075","ENSG00000225528",""
"26076","ENSG00000225530","SP3P"
"26077","ENSG00000225531",""
"26078","ENSG00000225532",""
"26079","ENSG00000225533","PAWRP1"
"26080","ENSG00000225535","LINC01393"
"26081","ENSG00000225536","STIP1P3"
"26082","ENSG00000225537",""
"26083","ENSG00000225538","OR5BE1P"
"26084","ENSG00000225539","LINC01821"
"26085","ENSG00000225542","ZNF385D-AS1"
"26086","ENSG00000225544",""
"26087","ENSG00000225545",""
"26088","ENSG00000225546","LINC02476"
"26089","ENSG00000225548","LINC01980"
"26090","ENSG00000225549","SELENOKP3"
"26091","ENSG00000225551",""
"26092","ENSG00000225552","NAALADL2-AS1"
"26093","ENSG00000225555",""
"26094","ENSG00000225556","C2CD4D"
"26095","ENSG00000225557","MTCO3P20"
"26096","ENSG00000225558","UBE2D3P2"
"26097","ENSG00000225559",""
"26098","ENSG00000225560","FAM197Y8"
"26099","ENSG00000225561","LINC01710"
"26100","ENSG00000225563",""
"26101","ENSG00000225564","LINC01492"
"26102","ENSG00000225568",""
"26103","ENSG00000225569","CCT4P2"
"26104","ENSG00000225570",""
"26105","ENSG00000225572","DOCK4-AS1"
"26106","ENSG00000225573","RPL35P5"
"26107","ENSG00000225574","DRAXINP1"
"26108","ENSG00000225578","NCBP2-AS1"
"26109","ENSG00000225579","EDNRB-AS1"
"26110","ENSG00000225580","PA2G4P5"
"26111","ENSG00000225581","TRIM53AP"
"26112","ENSG00000225582",""
"26113","ENSG00000225583",""
"26114","ENSG00000225585","IPPKP1"
"26115","ENSG00000225588",""
"26116","ENSG00000225591",""
"26117","ENSG00000225594",""
"26118","ENSG00000225595","LINC01623"
"26119","ENSG00000225598",""
"26120","ENSG00000225602","MTOR-AS1"
"26121","ENSG00000225603",""
"26122","ENSG00000225605",""
"26123","ENSG00000225606",""
"26124","ENSG00000225609","CDY20P"
"26125","ENSG00000225610",""
"26126","ENSG00000225611","LINC02158"
"26127","ENSG00000225612",""
"26128","ENSG00000225613","LINCMD1"
"26129","ENSG00000225614","ZNF469"
"26130","ENSG00000225615","RBMY2UP"
"26131","ENSG00000225616",""
"26132","ENSG00000225619","MYT1L-AS1"
"26133","ENSG00000225620",""
"26134","ENSG00000225622","PPIAP17"
"26135","ENSG00000225623","AGBL4-IT1"
"26136","ENSG00000225624","TBL1YP1"
"26137","ENSG00000225625",""
"26138","ENSG00000225626","C9orf135-DT"
"26139","ENSG00000225630","MTND2P28"
"26140","ENSG00000225632",""
"26141","ENSG00000225636","HNRNPA3P15"
"26142","ENSG00000225637",""
"26143","ENSG00000225638","PABPC1P12"
"26144","ENSG00000225639","PGAM1P2"
"26145","ENSG00000225640","LINC01729"
"26146","ENSG00000225642","SNRPEP5"
"26147","ENSG00000225643",""
"26148","ENSG00000225644","RPL35AP4"
"26149","ENSG00000225647",""
"26150","ENSG00000225648","SBDSP1"
"26151","ENSG00000225649",""
"26152","ENSG00000225650","EIF2S2P5"
"26153","ENSG00000225652","KCNMA1-AS3"
"26154","ENSG00000225653","RNF19BPY"
"26155","ENSG00000225655",""
"26156","ENSG00000225656",""
"26157","ENSG00000225657","LINC01716"
"26158","ENSG00000225658","TAF13P2"
"26159","ENSG00000225660",""
"26160","ENSG00000225661","RPL14P5"
"26161","ENSG00000225662",""
"26162","ENSG00000225663","MCRIP1"
"26163","ENSG00000225664","YWHAZP8"
"26164","ENSG00000225665","SAR1AP3"
"26165","ENSG00000225669","RPL23AP27"
"26166","ENSG00000225670","CADM3-AS1"
"26167","ENSG00000225671","FCF1P6"
"26168","ENSG00000225672","CCNT2P1"
"26169","ENSG00000225673",""
"26170","ENSG00000225674","IPO7P2"
"26171","ENSG00000225675","LINC01771"
"26172","ENSG00000225676",""
"26173","ENSG00000225678",""
"26174","ENSG00000225680",""
"26175","ENSG00000225681",""
"26176","ENSG00000225683","PACRG-AS3"
"26177","ENSG00000225684","FAM225B"
"26178","ENSG00000225685","TSPY5P"
"26179","ENSG00000225689",""
"26180","ENSG00000225690","TREML5P"
"26181","ENSG00000225693","LAGE3P1"
"26182","ENSG00000225695","HNRNPA1P35"
"26183","ENSG00000225697","SLC26A6"
"26184","ENSG00000225698","IGHV3-72"
"26185","ENSG00000225701","EIF4A1P13"
"26186","ENSG00000225703",""
"26187","ENSG00000225705",""
"26188","ENSG00000225706","PTPRD-AS1"
"26189","ENSG00000225708",""
"26190","ENSG00000225710","PDE4DIPP8"
"26191","ENSG00000225711",""
"26192","ENSG00000225712","ATP5MC2P1"
"26193","ENSG00000225713","RPL30P1"
"26194","ENSG00000225715","PSMA1P1"
"26195","ENSG00000225716","ELOCP13"
"26196","ENSG00000225718",""
"26197","ENSG00000225719","NMNAT1P2"
"26198","ENSG00000225720",""
"26199","ENSG00000225721",""
"26200","ENSG00000225722","RPL24P9"
"26201","ENSG00000225723","MTND6P15"
"26202","ENSG00000225724","ASH2LP3"
"26203","ENSG00000225725","FAM66E"
"26204","ENSG00000225726",""
"26205","ENSG00000225727",""
"26206","ENSG00000225728","TMEM230P1"
"26207","ENSG00000225730","ADGRF5-AS1"
"26208","ENSG00000225731","PDE9A-AS1"
"26209","ENSG00000225733","FGD5-AS1"
"26210","ENSG00000225735","NEK4P1"
"26211","ENSG00000225738","NRG3-AS1"
"26212","ENSG00000225739","NPM1P18"
"26213","ENSG00000225740","ELOCP6"
"26214","ENSG00000225741",""
"26215","ENSG00000225742","LINC02036"
"26216","ENSG00000225744",""
"26217","ENSG00000225746","MEG8"
"26218","ENSG00000225750",""
"26219","ENSG00000225751",""
"26220","ENSG00000225752",""
"26221","ENSG00000225755",""
"26222","ENSG00000225756","DBH-AS1"
"26223","ENSG00000225758","RPS17P17"
"26224","ENSG00000225759","LINC00489"
"26225","ENSG00000225760","LINC00431"
"26226","ENSG00000225761",""
"26227","ENSG00000225762","LINC01389"
"26228","ENSG00000225764","P3H2-AS1"
"26229","ENSG00000225765","LINC01831"
"26230","ENSG00000225766","DHRS4L1"
"26231","ENSG00000225767","FAF1-AS1"
"26232","ENSG00000225768","LINC02620"
"26233","ENSG00000225769","CROCCP1"
"26234","ENSG00000225770","RPS29P3"
"26235","ENSG00000225774","SIRPAP1"
"26236","ENSG00000225775",""
"26237","ENSG00000225777","DDX39AP1"
"26238","ENSG00000225778","PROSER2-AS1"
"26239","ENSG00000225779",""
"26240","ENSG00000225781","OR6V1"
"26241","ENSG00000225783","MIAT"
"26242","ENSG00000225785",""
"26243","ENSG00000225787","LSM3P3"
"26244","ENSG00000225790",""
"26245","ENSG00000225791","TRAM2-AS1"
"26246","ENSG00000225792",""
"26247","ENSG00000225793","TMEM30A-DT"
"26248","ENSG00000225794",""
"26249","ENSG00000225795",""
"26250","ENSG00000225796","MTND4P23"
"26251","ENSG00000225797","UBDP1"
"26252","ENSG00000225798",""
"26253","ENSG00000225801","RABEPKP1"
"26254","ENSG00000225802","WARS1P1"
"26255","ENSG00000225803","MRPS11P1"
"26256","ENSG00000225805","DEFB131B"
"26257","ENSG00000225806",""
"26258","ENSG00000225807",""
"26259","ENSG00000225808","DNAJC19P5"
"26260","ENSG00000225809","RBMY2KP"
"26261","ENSG00000225811",""
"26262","ENSG00000225813",""
"26263","ENSG00000225814","GRPEL2P2"
"26264","ENSG00000225815",""
"26265","ENSG00000225816","GTF3AP5"
"26266","ENSG00000225818",""
"26267","ENSG00000225819",""
"26268","ENSG00000225822","UBXN7-AS1"
"26269","ENSG00000225823","RPL7P45"
"26270","ENSG00000225825","IGHD6-25"
"26271","ENSG00000225826","LINC00626"
"26272","ENSG00000225827","SFTPA3P"
"26273","ENSG00000225828","FAM229A"
"26274","ENSG00000225830","ERCC6"
"26275","ENSG00000225831","RPS18P1"
"26276","ENSG00000225832",""
"26277","ENSG00000225833",""
"26278","ENSG00000225836",""
"26279","ENSG00000225839","TRMT2B-AS1"
"26280","ENSG00000225840",""
"26281","ENSG00000225842","GGCTP3"
"26282","ENSG00000225843","NIPA2P1"
"26283","ENSG00000225846",""
"26284","ENSG00000225849","MKRN7P"
"26285","ENSG00000225850",""
"26286","ENSG00000225851","HLA-S"
"26287","ENSG00000225854",""
"26288","ENSG00000225855","RUSC1-AS1"
"26289","ENSG00000225856","PCNPP2"
"26290","ENSG00000225857","LINC02816"
"26291","ENSG00000225858","MATR3P1"
"26292","ENSG00000225864",""
"26293","ENSG00000225867",""
"26294","ENSG00000225868","WDR87BP"
"26295","ENSG00000225869",""
"26296","ENSG00000225870","LINC00368"
"26297","ENSG00000225871",""
"26298","ENSG00000225872","LINC01529"
"26299","ENSG00000225873","C3orf86"
"26300","ENSG00000225876",""
"26301","ENSG00000225877","PSG8-AS1"
"26302","ENSG00000225878","SERBP1P2"
"26303","ENSG00000225879",""
"26304","ENSG00000225880","LINC00115"
"26305","ENSG00000225881",""
"26306","ENSG00000225882","LINC01456"
"26307","ENSG00000225883","BMS1P11"
"26308","ENSG00000225884",""
"26309","ENSG00000225885",""
"26310","ENSG00000225886",""
"26311","ENSG00000225889",""
"26312","ENSG00000225891","DHDDS-AS1"
"26313","ENSG00000225893",""
"26314","ENSG00000225895","TRAPPC2P8"
"26315","ENSG00000225896","ELOCP36"
"26316","ENSG00000225898",""
"26317","ENSG00000225899","FRG2B"
"26318","ENSG00000225900","HSPE1P13"
"26319","ENSG00000225901","MTND2P9"
"26320","ENSG00000225903",""
"26321","ENSG00000225904","MORF4L1P7"
"26322","ENSG00000225905",""
"26323","ENSG00000225906",""
"26324","ENSG00000225907","RPS27P16"
"26325","ENSG00000225911",""
"26326","ENSG00000225912","RPL26P36"
"26327","ENSG00000225913",""
"26328","ENSG00000225914","TSBP1-AS1"
"26329","ENSG00000225916",""
"26330","ENSG00000225918","RPL7P59"
"26331","ENSG00000225919","LINC01745"
"26332","ENSG00000225920","RIMKLBP2"
"26333","ENSG00000225921","NOL7"
"26334","ENSG00000225922","RPL21P92"
"26335","ENSG00000225923",""
"26336","ENSG00000225924","TAB2-AS1"
"26337","ENSG00000225925",""
"26338","ENSG00000225928","CACYBPP1"
"26339","ENSG00000225929",""
"26340","ENSG00000225930","LINC02249"
"26341","ENSG00000225931",""
"26342","ENSG00000225932","CTAGE4"
"26343","ENSG00000225933","RPS14P5"
"26344","ENSG00000225934","FAM133FP"
"26345","ENSG00000225935","BANF1P5"
"26346","ENSG00000225936",""
"26347","ENSG00000225937","PCA3"
"26348","ENSG00000225938",""
"26349","ENSG00000225940","C5orf67"
"26350","ENSG00000225942","LINC01875"
"26351","ENSG00000225943",""
"26352","ENSG00000225944","RIOK3P1"
"26353","ENSG00000225945",""
"26354","ENSG00000225947",""
"26355","ENSG00000225948","LINC02648"
"26356","ENSG00000225949",""
"26357","ENSG00000225950","NTF4"
"26358","ENSG00000225951","ODF2-AS1"
"26359","ENSG00000225952",""
"26360","ENSG00000225953","SATB2-AS1"
"26361","ENSG00000225956",""
"26362","ENSG00000225957",""
"26363","ENSG00000225959","MTND4P3"
"26364","ENSG00000225960",""
"26365","ENSG00000225963",""
"26366","ENSG00000225964","NRIR"
"26367","ENSG00000225965",""
"26368","ENSG00000225968","ELFN1"
"26369","ENSG00000225969","ABHD11-AS1"
"26370","ENSG00000225970",""
"26371","ENSG00000225971","RPS3AP51"
"26372","ENSG00000225972","MTND1P23"
"26373","ENSG00000225973","PIGBOS1"
"26374","ENSG00000225974",""
"26375","ENSG00000225975","LINC01534"
"26376","ENSG00000225976","CKS1BP2"
"26377","ENSG00000225978","HAR1A"
"26378","ENSG00000225979",""
"26379","ENSG00000225980","OR7E19P"
"26380","ENSG00000225981",""
"26381","ENSG00000225982",""
"26382","ENSG00000225984","HMGB1P26"
"26383","ENSG00000225988","LAMP5-AS1"
"26384","ENSG00000225990","SNRPEP7"
"26385","ENSG00000225991","RPL23AP34"
"26386","ENSG00000225992","TRGVA"
"26387","ENSG00000225997","OR4A8"
"26388","ENSG00000225999","NDUFA12P1"
"26389","ENSG00000226002","GTF2IP14"
"26390","ENSG00000226003","PPIAP37"
"26391","ENSG00000226004","LINC02528"
"26392","ENSG00000226005","LINC02660"
"26393","ENSG00000226007",""
"26394","ENSG00000226008","SEPTIN14P3"
"26395","ENSG00000226009","KCNIP2-AS1"
"26396","ENSG00000226010",""
"26397","ENSG00000226011","OFD1P1Y"
"26398","ENSG00000226012",""
"26399","ENSG00000226013","MRPS18BP1"
"26400","ENSG00000226014",""
"26401","ENSG00000226015","CCT8P1"
"26402","ENSG00000226016","RPL36AP55"
"26403","ENSG00000226017","PRICKLE2-AS3"
"26404","ENSG00000226020","CDK2AP2P3"
"26405","ENSG00000226022",""
"26406","ENSG00000226023","CT47A6"
"26407","ENSG00000226024","COX5BP7"
"26408","ENSG00000226025",""
"26409","ENSG00000226026",""
"26410","ENSG00000226028","PFN1P12"
"26411","ENSG00000226029","LINC01772"
"26412","ENSG00000226030","HLA-DQB3"
"26413","ENSG00000226031","FGF13-AS1"
"26414","ENSG00000226032",""
"26415","ENSG00000226034","NANOGNBP1"
"26416","ENSG00000226036",""
"26417","ENSG00000226037","LINC01040"
"26418","ENSG00000226038","PPIAP21"
"26419","ENSG00000226040",""
"26420","ENSG00000226041",""
"26421","ENSG00000226042","CDY10P"
"26422","ENSG00000226043",""
"26423","ENSG00000226045",""
"26424","ENSG00000226046","AP1S2P1"
"26425","ENSG00000226047",""
"26426","ENSG00000226048","YBX1P8"
"26427","ENSG00000226049","TLK2P1"
"26428","ENSG00000226051","ZNF503-AS1"
"26429","ENSG00000226053","LINC01776"
"26430","ENSG00000226054","MEMO1P1"
"26431","ENSG00000226055","PAICSP1"
"26432","ENSG00000226056","MTND4P32"
"26433","ENSG00000226057","PHF2P2"
"26434","ENSG00000226058",""
"26435","ENSG00000226059","HMGB3P20"
"26436","ENSG00000226061","PCMTD1P1"
"26437","ENSG00000226063",""
"26438","ENSG00000226064","PGBD4P6"
"26439","ENSG00000226065","ZBTB45P2"
"26440","ENSG00000226066","ZP3P2"
"26441","ENSG00000226067","LINC00623"
"26442","ENSG00000226068","HNRNPA3P4"
"26443","ENSG00000226070",""
"26444","ENSG00000226072",""
"26445","ENSG00000226074","PRSS44P"
"26446","ENSG00000226075","PHKG1P1"
"26447","ENSG00000226078",""
"26448","ENSG00000226079",""
"26449","ENSG00000226080","RPL6P4"
"26450","ENSG00000226081","USP12PX"
"26451","ENSG00000226082",""
"26452","ENSG00000226083","SLC39A12-AS1"
"26453","ENSG00000226084",""
"26454","ENSG00000226085","UQCRFS1P1"
"26455","ENSG00000226086","EIF3LP3"
"26456","ENSG00000226087",""
"26457","ENSG00000226088","HHLA3-AS1"
"26458","ENSG00000226089",""
"26459","ENSG00000226091","LINC00937"
"26460","ENSG00000226092","RBMY2AP"
"26461","ENSG00000226093","RPS28P8"
"26462","ENSG00000226094","RPL7P3"
"26463","ENSG00000226096",""
"26464","ENSG00000226097",""
"26465","ENSG00000226098","SEC11B"
"26466","ENSG00000226101","LINC02097"
"26467","ENSG00000226102","SEPTIN7P3"
"26468","ENSG00000226107","RPL36AP54"
"26469","ENSG00000226108","RAB28P1"
"26470","ENSG00000226110",""
"26471","ENSG00000226112","FCF1P4"
"26472","ENSG00000226113",""
"26473","ENSG00000226114","NDUFB4P5"
"26474","ENSG00000226115",""
"26475","ENSG00000226116","USP9YP6"
"26476","ENSG00000226117",""
"26477","ENSG00000226118","MTND3P1"
"26478","ENSG00000226119","C3orf49P1"
"26479","ENSG00000226121","AHCTF1P1"
"26480","ENSG00000226122","DDC-AS1"
"26481","ENSG00000226124","FTCDNL1"
"26482","ENSG00000226125","LINC01907"
"26483","ENSG00000226126","PSMC1P12"
"26484","ENSG00000226128","RPL26P9"
"26485","ENSG00000226130",""
"26486","ENSG00000226131","PPIAP66"
"26487","ENSG00000226132","RPS3AP46"
"26488","ENSG00000226133","LINC02794"
"26489","ENSG00000226134",""
"26490","ENSG00000226137","BAIAP2-DT"
"26491","ENSG00000226138",""
"26492","ENSG00000226140","LINC02654"
"26493","ENSG00000226141",""
"26494","ENSG00000226142","RPL35P8"
"26495","ENSG00000226143",""
"26496","ENSG00000226144","RPS27AP3"
"26497","ENSG00000226145","KRT16P6"
"26498","ENSG00000226147","TUBBP10"
"26499","ENSG00000226148","SLC25A39P1"
"26500","ENSG00000226149",""
"26501","ENSG00000226153","CHP1P3"
"26502","ENSG00000226156","RPL23AP76"
"26503","ENSG00000226157","OR52E3P"
"26504","ENSG00000226158","CLCP2"
"26505","ENSG00000226159","LINC01375"
"26506","ENSG00000226160",""
"26507","ENSG00000226161","EIF4A1P5"
"26508","ENSG00000226163",""
"26509","ENSG00000226164","FGFR3P6"
"26510","ENSG00000226166",""
"26511","ENSG00000226167","AP4B1-AS1"
"26512","ENSG00000226168",""
"26513","ENSG00000226169",""
"26514","ENSG00000226172",""
"26515","ENSG00000226174","TEX22"
"26516","ENSG00000226179","LINC00685"
"26517","ENSG00000226180",""
"26518","ENSG00000226181",""
"26519","ENSG00000226183","RANP7"
"26520","ENSG00000226185","TRIM64FP"
"26521","ENSG00000226186","ELOCP21"
"26522","ENSG00000226188","HNRNPA1P3"
"26523","ENSG00000226191","CLK3P2"
"26524","ENSG00000226193",""
"26525","ENSG00000226194","LINC02519"
"26526","ENSG00000226196","GAPDHP75"
"26527","ENSG00000226197",""
